,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.rsu[0].bridge,camReceived:vector,[14.90012039 15.10012663 16.90012081 17.10012694 18.90012105 19.20012313 20.8001252  21.80011528 22.20011636 23.80012145 24.20012254 25.80011465 26.00012163 26.2001157 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,camReceived,CAM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,CAM received
1,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.rsu[0].bridge,denmReceived:vector,[11.00033469 12.00029618 13.00033565 14.00029707 15.00029739 16.00029763 17.00033681 18.00033694 19.00033705 20.00031113],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received
