,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.rsu[0].bridge,denmReceived:vector,[11.00033469 12.00029618 13.00033565 14.00029707 15.00029739 16.00029763 17.00033681 18.00033694 19.00033705 20.00031113],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received in RSU
