,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[1].bridge,camReceived:vector,[ 4.00012605  7.10011627  8.9001134   9.10012242 10.90011691 11.10012343 12.90011794 13.10012438 14.90011873 15.10012499 16.90011918 17.10012532 18.90011942 19.2001215  20.80012358 21.80011365 22.20011474 23.80011984 24.20012096 25.80011309 26.20011416 27.80011925 28.20012035 29.80012545],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,camReceived,CAM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,CAM received
1,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[1].bridge,denmReceived:vector,[10.0003327  11.00033318 12.00029467 13.00033413 14.00029551 15.00029582 16.00029605 17.00033522 18.00033535 19.00033545 20.00030954],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received
