,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[0].bridge,camReceived:vector,[ 4.1001241   7.10011637  8.90011353  9.10012256 10.90011705 11.10012356 12.90011805 13.10012446 14.90011878 15.10012502 16.9001192  17.10012534 18.90011944 19.20012152 20.80012359 21.80011367 22.20011476 23.80011987 24.20012099 25.80011312 26.20011421 27.8001193  28.20012039 29.8001255 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,camReceived,CAM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,CAM received
1,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[0].bridge,denmReceived:vector,[],[],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received
