,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[2].bridge,camReceived:vector,[ 7.00011822 21.0001176 ],[1. 1.],none,vector,camReceived,CAM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,CAM received
1,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[2].bridge,denmReceived:vector,[10.0003328  11.00033331 12.0002948  13.00033425 14.00029562 15.0002959  16.00029611 17.00033527 18.00033539 19.00033548 20.00030956],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received
