,runID,module,name,vectime,vecvalue,interpolationmode,recordingmode,source,title,configname,datetime,datetimef,experiment,inifile,iterationvars,iterationvarsd,iterationvarsf,measurement,network,processid,repetition,replication,resultdir,runnumber,seedset,unit,legend
0,DenmAccident-0-20260520-12:29:08-21270,RSUExampleScenario.node[1].bridge,denmReceived:vector,[10.0003327  11.00033318 12.00029467 13.00033413 14.00029551 15.00029582 16.00029605 17.00033522 18.00033535 19.00033545 20.00030954],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],none,vector,denmReceived,DENM received,DenmAccident,20260520-12:29:08,20260520-122908,DenmAccident,omnetpp.ini,,,,,RSUExampleScenario,21270,0,#0,results,0,0,,DENM received in Vehicle 1
